Test MSE,Train loss,epoch,step,val_loss
,,157,473,533.9602661132812
,,158,476,800.74755859375
,,159,479,443.1283874511719
,,160,482,1082.8125
,,161,485,406.5081481933594
,,162,488,1154.9254150390625
,,163,491,1068.154296875
,,164,494,371.40985107421875
,,165,497,330.3873291015625
,356.7705993652344,166,499,
,,166,500,753.1751708984375
,,167,503,1389.1304931640625
,,168,506,451.5564880371094
,,169,509,419.6887512207031
,,170,512,570.7021484375
,,171,515,351.602294921875
,,172,518,665.55322265625
,,173,521,498.7417297363281
,,174,524,424.2480773925781
,,175,527,319.92987060546875
,,176,530,418.5340270996094
,,177,533,300.44757080078125
,,178,536,316.2292785644531
,,179,539,313.75177001953125
,,180,542,873.1002197265625
,,181,545,280.2829284667969
,,182,548,273.26513671875
,300.1238098144531,183,549,
,,183,551,1721.5467529296875
,,184,554,1038.89453125
,,185,557,1197.828125
,,186,560,1169.9344482421875
,,187,563,326.2246398925781
,,188,566,260.1732482910156
,,189,569,882.7687377929688
,,190,572,316.2766418457031
,,191,575,825.7503662109375
,,192,578,296.16387939453125
,,193,581,1367.433837890625
,,194,584,1372.4312744140625
,,195,587,382.49725341796875
,,196,590,3634.58642578125
,,197,593,915.8142700195312
,,198,596,530.7807006835938
,522.1852416992188,199,599,
,,199,599,269.3506164550781
269.3505859375,,200,600,
