Test MSE,Train loss,Valid MSE,epoch,step
,,1393.2618408203125,175,175
,,1385.0111083984375,176,176
,,1376.865478515625,177,177
,,1368.8243408203125,178,178
,,1360.8870849609375,179,179
,,1353.0537109375,180,180
,,1345.3238525390625,181,181
,,1337.69921875,182,182
,,1330.1781005859375,183,183
,,1322.7584228515625,184,184
,,1315.4398193359375,185,185
,,1308.2227783203125,186,186
,,1301.105224609375,187,187
,,1294.088134765625,188,188
,,1287.171142578125,189,189
,,1280.3536376953125,190,190
,,1273.6334228515625,191,191
,,1267.01025390625,192,192
,,1260.483154296875,193,193
,,1254.0535888671875,194,194
,,1247.7174072265625,195,195
,,1241.477783203125,196,196
,,1235.330078125,197,197
,,1229.27685546875,198,198
,1229.277099609375,,199,199
,,1223.3148193359375,199,199
1223.3148193359375,,,200,200
